商品統計表,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
商品名稱,淨利,毛利,獲利因子,毛損,總交易成本,最大投入金額,總交易次數,獲利交易次數,勝率,虧損交易次數,平均交易,平均獲利交易,平均獲利虧損比,平均虧損交易,最大獲利交易,最大虧損交易,最大區間獲利,最大區間虧損,全部交易的平均持倉K線根數,獲利交易的平均持倉K線根數,回測K線根數,虧損交易的平均持倉K線根數,時間加權報酬,最大投入報酬率,買進持有報酬,大盤指數報酬
,-0.02%,0.15%,,-0.16%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.03%,-0.02%,0.09%,-0.09%,,,,,-3.67%,-5.18%,32.90%,165.57%
VICI Properties(VICI.US),-2,11,-0.85,-13,0,33.92,28,9,32.14%,19,-0,1,1.79,-1,3,-1,6,-8,12.39,19.11,752,9.21,"-5,716",-2,"-15,392","165,565"
,-0.00%,0.01%,,-0.01%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.00%,-0.00%,0.01%,-0.01%,,,,,-5.72%,-5.84%,-15.39%,165.57%
Valero Energy(VLO.US),94,155,2.55,-61,0,148.35,27,14,51.85%,13,3,11,2.37,-5,32,-9,111,-51,16.22,20.43,752,11.69,"78,170",94,"97,655","165,565"
,0.09%,0.15%,,-0.06%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.03%,-0.01%,0.11%,-0.05%,,,,,78.17%,63.51%,97.66%,165.57%
Veralto(VLTO.US),7,48,1.17,-41,0,85.42,22,8,36.36%,14,0,6,2.06,-3,12,-11,35,-28,16.09,23.75,644,11.71,"11,512",7,"15,210","165,565"
,0.01%,0.05%,,-0.04%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.01%,-0.01%,0.03%,-0.03%,,,,,11.51%,8.38%,15.21%,165.57%
Vulcan Materials(VMC.US),-7,131,-0.95,-138,0,323.25,24,10,41.67%,14,-0,13,1.32,-10,40,-61,72,-103,16.33,20.00,752,13.71,"-2,621",-7,"68,688","165,565"
,-0.01%,0.13%,,-0.14%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.04%,-0.06%,0.07%,-0.10%,,,,,-2.62%,-2.32%,68.69%,165.57%
Verisk Analytics(VRSK.US),-87,97,-0.53,-184,0,361.83,32,14,43.75%,18,-3,7,0.68,-10,21,-28,35,-128,12.28,16.71,752,8.83,"-27,432",-87,"-8,734","165,565"
,-0.09%,0.10%,,-0.18%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.02%,-0.03%,0.04%,-0.13%,,,,,-27.43%,-24.18%,-8.73%,165.57%
VeriSign(VRSN.US),4,139,1.03,-135,0,295.73,37,9,24.32%,28,0,15,3.21,-5,46,-26,75,-63,12.00,23.44,752,8.32,-491,4,"23,957","165,565"
,0.00%,0.14%,,-0.13%,0.00%,,,,,,0.00%,0.02%,,-0.00%,0.05%,-0.03%,0.07%,-0.06%,,,,,-0.49%,1.48%,23.96%,165.57%
Vertiv(VRT.US),118,218,2.19,-100,0,186,29,14,48.28%,15,4,16,2.34,-7,44,-28,155,-79,15.10,21.57,752,9.07,"134,749",118,"2,388,907","165,565"
,0.12%,0.22%,,-0.10%,0.00%,,,,,,0.00%,0.02%,,-0.01%,0.04%,-0.03%,0.15%,-0.08%,,,,,134.75%,63.62%,2388.91%,165.57%
Vertex Pharmaceuticals(VRTX.US),-103,261,-0.72,-363,0,572.22,41,11,26.83%,30,-3,24,1.96,-12,79,-82,143,-241,10.17,19.45,752,6.77,"-16,366",-103,"32,207","165,565"
,-0.10%,0.26%,,-0.36%,0.00%,,,,,,-0.00%,0.02%,,-0.01%,0.08%,-0.08%,0.14%,-0.24%,,,,,-16.37%,-17.92%,32.21%,165.57%
Vistra(VST.US),-5,136,-0.97,-141,0,160.85,31,12,38.71%,19,-0,11,1.53,-7,59,-21,113,-116,12.35,17.42,752,9.16,"41,650",-5,"554,855","165,565"
,-0.00%,0.14%,,-0.14%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.06%,-0.02%,0.11%,-0.12%,,,,,41.65%,-3.04%,554.85%,165.57%
Ventas(VTR.US),16,39,1.68,-23,0,66.41,26,12,46.15%,14,1,3,1.96,-2,9,-7,22,-9,15.38,19.17,752,12.14,"30,248",16,"76,509","165,565"
,0.02%,0.04%,,-0.02%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.02%,-0.01%,,,,,30.25%,23.85%,76.51%,165.57%
Viatris(VTRS.US),1,10,1.14,-9,0,15.18,31,10,32.26%,21,0,1,2.40,-0,2,-2,6,-4,12.10,18.50,752,9.05,-96,1,"52,521","165,565"
,0.00%,0.01%,,-0.01%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.00%,-0.00%,0.01%,-0.00%,,,,,-0.10%,8.17%,52.52%,165.57%
Verizon Communications(VZ.US),1,23,1.04,-23,0,48.07,26,8,30.77%,18,0,3,2.33,-1,10,-4,11,-15,14.81,23.25,752,11.06,"2,645",1,"23,635","165,565"
,0.00%,0.02%,,-0.02%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.01%,-0.02%,,,,,2.65%,1.73%,23.64%,165.57%
Wabtec(WAB.US),63,108,2.38,-45,0,203.5,33,16,48.48%,17,2,7,2.53,-3,25,-6,87,-27,11.64,17.25,752,6.35,"38,009",63,"159,496","165,565"
,0.06%,0.11%,,-0.05%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.09%,-0.03%,,,,,38.01%,30.84%,159.50%,165.57%
Waters(WAT.US),-49,235,-0.83,-284,0,382.16,26,11,42.31%,15,-2,21,1.13,-19,75,-99,138,-211,15.23,22.18,752,10.13,"-7,598",-49,"8,431","165,565"
,-0.05%,0.24%,,-0.28%,0.00%,,,,,,-0.00%,0.02%,,-0.02%,0.08%,-0.10%,0.14%,-0.21%,,,,,-7.60%,-12.69%,8.43%,165.57%
Warner Bros. Discovery(WBD.US),7,19,1.64,-12,0,20.49,30,11,36.67%,19,0,2,2.83,-1,7,-2,17,-8,14.57,18.18,752,12.47,"24,584",7,"100,514","165,565"
,0.01%,0.02%,,-0.01%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.02%,-0.01%,,,,,24.58%,35.97%,100.51%,165.57%
Workday(WDAY.US),-93,172,-0.65,-265,0,286.24,32,11,34.38%,21,-3,16,1.24,-13,64,-29,85,-181,13.09,19.73,752,9.62,"-33,387",-93,"-34,063","165,565"
,-0.09%,0.17%,,-0.26%,0.00%,,,,,,-0.00%,0.02%,,-0.01%,0.06%,-0.03%,0.09%,-0.18%,,,,,-33.39%,-32.47%,-34.06%,165.57%
Western Digital(WDC.US),156,217,3.54,-61,0,232.77,34,14,41.18%,20,5,16,5.06,-3,84,-22,158,-81,12.06,18.93,752,7.25,"181,874",156,"1,454,299","165,565"
,0.16%,0.22%,,-0.06%,0.00%,,,,,,0.00%,0.02%,,-0.00%,0.08%,-0.02%,0.16%,-0.08%,,,,,181.87%,66.95%,1454.30%,165.57%
WEC Energy(WEC.US),-4,33,-0.89,-36,0,118.4,28,6,21.43%,22,-0,5,3.27,-2,11,-4,27,-22,12.71,26.83,752,8.86,"-2,505",-4,"16,766","165,565"
,-0.00%,0.03%,,-0.04%,0.00%,,,,,,-0.00%,0.01%,,-0.00%,0.01%,-0.00%,0.03%,-0.02%,,,,,-2.50%,-3.30%,16.77%,165.57%
Welltower(WELL.US),80,117,3.17,-37,0,135.35,30,14,46.67%,16,3,8,3.62,-2,27,-8,108,-16,12.67,19.79,752,6.44,"63,122",80,"162,936","165,565"
,0.08%,0.12%,,-0.04%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.03%,-0.01%,0.11%,-0.02%,,,,,63.12%,59.05%,162.94%,165.57%
Wells Fargo(WFC.US),26,49,2.09,-23,0,68.17,29,12,41.38%,17,1,4,2.96,-1,9,-5,32,-11,13.55,20.92,752,8.35,"56,661",26,"95,915","165,565"
,0.03%,0.05%,,-0.02%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.03%,-0.01%,,,,,56.66%,37.52%,95.92%,165.57%
Waste Management(WM.US),-14,65,-0.82,-79,0,240.62,31,9,29.03%,22,-0,7,2.01,-4,22,-13,35,-46,12.06,19.22,752,9.14,"-3,218",-14,"35,732","165,565"
,-0.01%,0.06%,,-0.08%,0.00%,,,,,,-0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.04%,-0.05%,,,,,-3.22%,-5.89%,35.73%,165.57%
Williams(WMB.US),14,35,1.67,-21,0,64.41,30,11,36.67%,19,0,3,2.89,-1,15,-3,23,-18,13.17,23.18,752,7.37,"21,006",14,"137,554","165,565"
,0.01%,0.04%,,-0.02%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.02%,-0.02%,,,,,21.01%,22.15%,137.55%,165.57%
Walmart(WMT.US),49,63,4.71,-13,0,79.13,27,15,55.56%,12,2,4,3.76,-1,11,-3,55,-9,14.59,19.87,752,8.00,"75,336",49,"157,030","165,565"
,0.05%,0.06%,,-0.01%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.05%,-0.01%,,,,,75.34%,62.33%,157.03%,165.57%
W.R. Berkley(WRB.US),12,23,2.08,-11,0,62.95,25,12,48.00%,13,0,2,2.26,-1,5,-3,23,-13,18.48,20.67,752,16.46,"28,876",12,"82,083","165,565"
,0.01%,0.02%,,-0.01%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.02%,-0.01%,,,,,28.88%,19.32%,82.08%,165.57%
Williams-Sonoma(WSM.US),95,192,1.97,-98,0,126.89,29,11,37.93%,18,3,17,3.22,-5,58,-25,107,-55,11.48,18.82,752,7.00,"81,787",95,"225,857","165,565"
,0.09%,0.19%,,-0.10%,0.00%,,,,,,0.00%,0.02%,,-0.01%,0.06%,-0.03%,0.11%,-0.06%,,,,,81.79%,74.54%,225.86%,165.57%
West Pharmaceutical Services(WST.US),-247,88,-0.26,-335,0,521,32,7,21.88%,25,-8,13,0.94,-13,34,-56,64,-348,13.88,16.43,752,13.16,"-58,090",-247,"-25,491","165,565"
,-0.25%,0.09%,,-0.33%,0.00%,,,,,,-0.01%,0.01%,,-0.01%,0.03%,-0.06%,0.06%,-0.35%,,,,,-58.09%,-47.37%,-25.49%,165.57%
Willis Towers Watson(WTW.US),-83,109,-0.57,-192,0,366.93,33,14,42.42%,19,-3,8,0.77,-10,21,-33,51,-94,12.82,19.50,752,7.89,"-25,377",-83,"20,578","165,565"
,-0.08%,0.11%,,-0.19%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.02%,-0.03%,0.05%,-0.09%,,,,,-25.38%,-22.72%,20.58%,165.57%
Weyerhaeuser(WY.US),-1,16,-0.93,-17,0,33.57,27,8,29.63%,19,-0,2,2.22,-1,4,-3,8,-9,15.56,26.13,752,11.11,"-6,546",-1,"-19,445","165,565"
,-0.00%,0.02%,,-0.02%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.00%,-0.00%,0.01%,-0.01%,,,,,-6.55%,-3.49%,-19.44%,165.57%
"Wynn Resorts, Limited(WYNN.US)",-12,88,-0.88,-101,0,125.21,32,10,31.25%,22,-0,9,1.93,-5,24,-21,72,-53,13.13,19.90,752,10.05,"-3,037",-12,"-6,325","165,565"
,-0.01%,0.09%,,-0.10%,0.00%,,,,,,-0.00%,0.01%,,-0.00%,0.02%,-0.02%,0.07%,-0.05%,,,,,-3.04%,-9.70%,-6.32%,165.57%
Xcel Energy(XEL.US),2,29,1.07,-27,0,77.57,29,12,41.38%,17,0,2,1.51,-2,8,-3,18,-14,14.21,25.42,752,6.29,"1,323",2,"10,999","165,565"
,0.00%,0.03%,,-0.03%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.02%,-0.01%,,,,,1.32%,2.33%,11.00%,165.57%
Exxon Mobil(XOM.US),-35,21,-0.37,-56,0,190.15,32,8,25.00%,24,-1,3,1.12,-2,5,-7,13,-35,10.16,16.00,752,8.21,"-26,931",-35,"28,968","165,565"
,-0.03%,0.02%,,-0.06%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.01%,-0.03%,,,,,-26.93%,-18.30%,28.97%,165.57%
Xylem(XYL.US),9,90,1.12,-80,0,120.63,27,8,29.63%,19,0,11,2.66,-4,24,-18,72,-44,14.59,23.50,752,10.84,"11,109",9,"16,654","165,565"
,0.01%,0.09%,,-0.08%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.02%,0.07%,-0.04%,,,,,11.11%,7.87%,16.65%,165.57%
Block(XYZ.US),-0,33,-1,-33,0,97.71,13,6,46.15%,7,-0,5,1.16,-5,12,-10,27,-26,12.62,17.33,752,8.57,-287,-0,"13,815","165,565"
,-0.00%,0.03%,,-0.03%,0.00%,,,,,,-0.00%,0.01%,,-0.00%,0.01%,-0.01%,0.03%,-0.03%,,,,,-0.29%,-0.07%,13.81%,165.57%
Yum! Brands(YUM.US),14,61,1.29,-48,0,147.75,31,12,38.71%,19,0,5,2.04,-3,30,-5,44,-23,11.90,18.42,752,7.79,"10,647",14,"14,654","165,565"
,0.01%,0.06%,,-0.05%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.03%,-0.00%,0.04%,-0.02%,,,,,10.65%,9.20%,14.65%,165.57%
Zimmer Biomet(ZBH.US),9,55,1.20,-46,0,133,25,9,36.00%,16,0,6,2.13,-3,14,-10,25,-30,17.04,26.00,752,12.00,"7,203",9,"-32,838","165,565"
,0.01%,0.05%,,-0.05%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.01%,-0.01%,0.02%,-0.03%,,,,,7.20%,6.76%,-32.84%,165.57%
Zebra Technologies(ZBRA.US),23,257,1.10,-234,0,333.84,28,13,46.43%,15,1,20,1.27,-16,67,-58,137,-121,14.46,20.31,752,9.40,"15,021",23,"-19,852","165,565"
,0.02%,0.26%,,-0.23%,0.00%,,,,,,0.00%,0.02%,,-0.02%,0.07%,-0.06%,0.14%,-0.12%,,,,,15.02%,6.79%,-19.85%,165.57%
Zoetis(ZTS.US),-46,84,-0.65,-129,0,197.9,29,9,31.03%,20,-2,9,1.44,-6,26,-28,37,-67,13.79,22.56,752,9.85,"-24,335",-46,"-33,601","165,565"
,-0.05%,0.08%,,-0.13%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.03%,-0.03%,0.04%,-0.07%,,,,,-24.33%,-23.16%,-33.60%,165.57%
